job_category,job_number,job_name,job_statement,parent_job,job_coverage,module_file,module_status,module_note,job_notes
Install,140,Set up Connectivity Link across multiple clusters,"When I want to manage API policies across multiple clusters from a single control plane, I want to configure the multi-cluster topology with a hub cluster and managed clusters, so I can apply consistent gateway policies across my fleet.",,partial,modules/proc-set-dns-policy.adoc,partial,DNS policy for multicluster ingress,NEW job; Some aspects of the job may lack dedicated documentation
Install,143,Expose the gateway without MetalLB on bare metal or on-premises,"When I am running Connectivity Link on bare metal or an on-premises cluster without MetalLB, I want to expose the gateway using a ClusterIP service and OCP Routes, so I can route external traffic to my gateway without requiring a cloud-native LoadBalancer service.",,partial,modules/con-mcp-gateway-dns-management.adoc,partial,Covers MetalLB approach; no ClusterIP/OCP Routes alternative documented,NEW job; Some aspects of the job may lack dedicated documentation
Install,149,Install Connectivity Link on a single-node OpenShift cluster,"When I am evaluating or demonstrating Connectivity Link on a single-node OpenShift cluster, I want to install and configure RHCL in a minimal SNO environment, so I can run proof-of-concept or homelab deployments without a full multi-node cluster.",Install,gap,,gap,No existing module covers this job,NEW job
Observe,57,Connectivity Link observability,"When I am running gateways, applications, and APIs on OpenShift, I want to observe and monitor their behavior, so I can ensure they are performing correctly and detect issues early.",,full,modules/con-connectivity-link-observability.adoc,full,from observability assembly,
Observe,58,Configure your observability monitoring stack,"When I want to set up monitoring for my Connectivity Link deployment, I want to configure my observability monitoring stack with dashboards and alerts, so I can gain insight into my gateways, applications, and APIs.",,full,modules/proc-configure-obs-monitoring.adoc,full,from observability assembly,
Observe,59,Enable observability monitoring in Connectivity Link,"When I have configured my monitoring stack, I want to enable observability monitoring in Connectivity Link, so I can expose metrics endpoints and deploy monitoring resources automatically.",,full,modules/proc-enable-obs-monitor.adoc,full,from observability assembly,
Observe,60,Configure observability dashboards and alerts,"When I need to visualize and alert on Connectivity Link metrics, I want to configure observability dashboards and alerts, so I can monitor platform health for different personas and use cases.",,partial,modules/con-about-configuring-observability-dashboards.adoc,full,from observability assembly,Some aspects of the job may lack dedicated documentation
Observe,60,Configure observability dashboards and alerts,"When I need to visualize and alert on Connectivity Link metrics, I want to configure observability dashboards and alerts, so I can monitor platform health for different personas and use cases.",,partial,modules/ref-configure-prometheus-alerts.adoc,partial,Alert configuration reference,Some aspects of the job may lack dedicated documentation
Observe,61,Import dashboards in Grafana,"When I need to set up Grafana dashboards quickly, I want to import pre-built dashboards into Grafana, so I can start monitoring without building dashboards from scratch.",,full,modules/proc-import-dashboards-grafana.adoc,full,from observability assembly,
Observe,62,Import dashboards automatically in OpenShift,"When I want consistent and version-controlled dashboards across clusters, I want to automate dashboard provisioning in OpenShift, so I can maintain monitoring-as-code and support multi-tenancy.",,full,modules/con-about-import-dashboard-auto-ocp.adoc,full,from observability assembly,
Observe,63,Configure Prometheus alerts,"When I need proactive incident detection for my APIs, I want to configure Prometheus alerts with appropriate thresholds, so I can detect platform stability issues and SLO violations automatically.",,full,modules/ref-configure-prometheus-alerts.adoc,full,from observability assembly,
Observe,64,Tracing in Connectivity Link,"When I need to debug request-level issues or understand operator performance, I want to configure and use distributed tracing in Connectivity Link, so I can trace requests through the gateway and policy enforcement components.",,full,modules/con-obs-about-tracing.adoc,full,from observability assembly,
Observe,65,Control-plane tracing environment variables,"When I need to trace control-plane operations, I want to set OpenTelemetry environment variables for the Connectivity Link operator, so I can observe reconciliation loops and policy lifecycle events.",,full,modules/ref-obs-control-plane-tracing-env-variables.adoc,full,from observability assembly,
Observe,66,Configure data plane tracing in Connectivity Link,"When I need to trace user requests through the gateway, I want to configure data-plane tracing with OpenTelemetry in Service Mesh and the Kuadrant CR, so I can see request flows through Istio, Authorino, Limitador, and the wasm-shim.",,full,modules/proc-configure-obs-data-plane-tracing.adoc,full,from observability assembly,
Observe,66,Configure data plane tracing in Connectivity Link,"When I need to trace user requests through the gateway, I want to configure data-plane tracing with OpenTelemetry in Service Mesh and the Kuadrant CR, so I can see request flows through Istio, Authorino, Limitador, and the wasm-shim.",,full,modules/ref-obs-data-plane-tracing-config-fields.adoc,full,from observability assembly,
Observe,68,View rate-limit logging with trace IDs,"When I am troubleshooting rate limiting behavior, I want to enable request logging with trace IDs in Limitador, so I can correlate rate-limit decisions with the broader request trace.",,full,modules/proc-viewing-rate-limit-trace-IDs.adoc,full,from observability assembly,
Observe,70,Filter access logs,"When I am receiving excessive access log messages, I want to filter access logs to focus on relevant errors and routes, so I can reduce noise and find issues faster.",,full,modules/proc-obs-filter-access-logs.adoc,full,from observability assembly,
Observe,72,Use access logs for request correlation,"When I need to correlate requests across gateways and backend services, I want to use access logs with x-request-id headers for request correlation, so I can trace a single request journey across all components.",,full,modules/con-obs-access-logs-correlation.adoc,full,from observability assembly,
Observe,73,Set up access log and tracing correlation,"When I want end-to-end request visibility, I want to set up access log and tracing correlation using x-request-id, so I can search for a single ID and see the entire request journey from gateway to backend.",,partial,modules/proc-obs-access-logs-correlation.adoc,full,from observability assembly,Some aspects of the job may lack dedicated documentation
Observe,73,Set up access log and tracing correlation,"When I want end-to-end request visibility, I want to set up access log and tracing correlation using x-request-id, so I can search for a single ID and see the entire request journey from gateway to backend.",,partial,modules/con-obs-access-logs-correlation.adoc,partial,Concept module,Some aspects of the job may lack dedicated documentation
Observe,74,Observe MCP gateway connections,"When I am running an MCP gateway, I want to observe MCP gateway connections, so I can debug silent failures, track latencies, and maintain an audit trail.",,partial,modules/proc-mcp-gateway-otel.adoc,full,from mcp-gateway-observe assembly,Some aspects of the job may lack dedicated documentation
Observe,74,Observe MCP gateway connections,"When I am running an MCP gateway, I want to observe MCP gateway connections, so I can debug silent failures, track latencies, and maintain an audit trail.",,partial,modules/ref-mcp-gateway-router-spans.adoc,partial,Router spans detail,Some aspects of the job may lack dedicated documentation
Observe,75,Enable Red Hat build of OpenTelemetry for the MCP gateway,"When I need consistent logging, tracing, and metrics for my MCP gateway, I want to enable Red Hat build of OpenTelemetry, so I can discover errors, understand request flows, and examine tool call patterns across MCP components.",,full,modules/proc-mcp-gateway-otel.adoc,full,from mcp-gateway-observe assembly,
Observe,77,Understand an MCP gateway audit trail,"When I need compliance and accountability for MCP tool calls, I want to configure an MCP gateway audit trail, so I can discover who called what tool, on which server, during which session, and when.",,full,modules/con-mcp-gateway-audit-trail.adoc,full,from mcp-gateway-observe assembly,
Observe,80,Add a custom audit log provider,"When I need JSON-formatted audit logs with MCP context, I want to add a custom access log provider to Istio's MeshConfig, so I can capture MCP routing headers and identity information in structured log entries.",,full,modules/proc-mcp-gateway-add-custom-audit-log-provider.adoc,full,from mcp-gateway-observe assembly,
Observe,81,Create a Telemetry custom resource for audit logs,"When I have added a custom audit log provider, I want to create a Telemetry CR scoped to my MCP gateway pods, so I can enable the structured access logs on only the Gateway workload without affecting other mesh workloads.",,full,modules/proc-mcp-gateway-create-telemetry-cr-audit-logs.adoc,full,from mcp-gateway-observe assembly,
Observe,81,Create a Telemetry custom resource for audit logs,"When I have added a custom audit log provider, I want to create a Telemetry CR scoped to my MCP gateway pods, so I can enable the structured access logs on only the Gateway workload without affecting other mesh workloads.",,partial,modules/proc-mcp-gateway-verify-audit-trail.adoc,full,from mcp-gateway-observe assembly,Some aspects of the job may lack dedicated documentation
Observe,81,Create a Telemetry custom resource for audit logs,"When I have added a custom audit log provider, I want to create a Telemetry CR scoped to my MCP gateway pods, so I can enable the structured access logs on only the Gateway workload without affecting other mesh workloads.",,partial,modules/proc-mcp-gateway-create-telemetry-cr-audit-logs.adoc,partial,Telemetry CR setup referenced in job statement,Some aspects of the job may lack dedicated documentation
Observe,84,Use an audit trail without authentication,"When I do not have an authentication layer configured, I want to understand how audit trails work without authentication, so I can still get useful audit context from routing headers even without user identity.",,full,modules/con-mcp-gateway-audit-trail-no-auth.adoc,full,from mcp-gateway-observe assembly,
Plan,4,Praxis architecture,"When I am planning to deploy the Praxis gateway, I want to understand the architectural design and its relationship to Gateway API and Istio, so I can assess how it integrates with my existing OpenShift infrastructure.",,gap,,gap,No existing module covers this job,
Plan,6,Plan the installation,"When I am planning a Connectivity Link deployment, I want to verify platform requirements and understand the requirements, so I can ensure a successful installation.",,partial,modules/con-install-getting-ready.adoc,full,from install-guide assembly,Some aspects of the job may lack dedicated documentation
Plan,6,Plan the installation,"When I am planning a Connectivity Link deployment, I want to verify platform requirements and understand the requirements, so I can ensure a successful installation.",,partial,modules/con-supported-configs.adoc,partial,Platform requirements section,Some aspects of the job may lack dedicated documentation
Plan,7,Supported configurations with Connectivity Link,"When I am evaluating Connectivity Link for my environment, I want to review supported platform and component versions, so I can confirm my configuration is supported.",,full,modules/con-supported-configs.adoc,full,from rhcl-introduction assembly,
Plan,48,Understand the MCPGatewayExtension custom resource,"When I need to plan my MCP gateway deployments, I want to understand the MCPGatewayExtension CR and its capabilities, so I can design multi-instance deployments with proper isolation and routing.",,partial,modules/con-mcp-gateway-install-olm-ext-cr.adoc,full,from mcp-gateway-install assembly,Some aspects of the job may lack dedicated documentation
Plan,48,Understand the MCPGatewayExtension custom resource,"When I need to plan my MCP gateway deployments, I want to understand the MCPGatewayExtension CR and its capabilities, so I can design multi-instance deployments with proper isolation and routing.",,partial,modules/ref-mcp-gateway-install-gateway-ext-api.adoc,partial,API reference complements concept,Some aspects of the job may lack dedicated documentation
Plan,53,DNS management with the MCP gateway,"When I need to make my MCP gateway reachable, I want to understand the DNS management options, so I can choose the right approach for my environment.",,full,modules/con-mcp-gateway-dns-management.adoc,full,from mcp-gateway-install assembly,
Plan,138,Understand policy target hierarchy and precedence,"When I have policies attached at both the Gateway and HTTPRoute levels, I want to understand how policy inheritance and precedence work, so I can predict which policy rules are enforced for each request.",,partial,modules/con-about-config-gateway-policies.adoc,partial,Mentions policy attachment levels but not full precedence hierarchy,NEW job; Some aspects of the job may lack dedicated documentation
Plan,144,Migrate from 3scale to Connectivity Link,"When I have an existing 3scale API Management deployment, I want to understand how to replicate my policies, API definitions, and rate limiting rules in Connectivity Link, so I can migrate without disrupting existing API consumers.",,gap,,gap,No existing module covers this job,NEW job
Reference,23,Supported OpenShift version configurations,"When I need to verify OpenShift compatibility, I want to check the supported version matrix, so I can confirm my cluster version works with my chosen Connectivity Link version.",,full,modules/con-supported-configs.adoc,full,Supported OpenShift version configurations section,
Reference,24,Supported Operators,"When I need to verify Operator compatibility, I want to check the supported Operator versions, so I can confirm Service Mesh and cert-manager versions align with my Connectivity Link version.",,full,modules/con-supported-configs.adoc,full,Supported Operators section,
Reference,25,Supported cloud and DNS providers,"When I am selecting cloud infrastructure, I want to review supported cloud and DNS providers, so I can choose a platform that is fully supported for Connectivity Link.",,full,modules/con-supported-configs.adoc,full,Supported cloud and DNS providers section,
Reference,26,Supported data stores and identity access management,"When I am planning rate limiting and authentication, I want to review supported data stores and identity providers, so I can select compatible components for my environment.",,full,modules/con-supported-configs.adoc,full,Supported data stores and IAM section,
Reference,50,The MCPGatewayExtension custom resource API reference,"When I am configuring or troubleshooting an MCPGatewayExtension CR, I want to look up the API fields and their descriptions, so I can correctly set parameters for target references, session storage, trusted headers, and route management.",,full,modules/ref-mcp-gateway-install-gateway-ext-api.adoc,full,from mcp-gateway-install assembly,
Reference,51,Automatically created HTTPRoute example,"When I want to understand the default routing behavior, I want to review the automatically generated HTTPRoute CR example, so I can verify the route configuration or plan customizations.",,full,modules/ref-mcp-gateway-auto-route.adoc,full,from mcp-gateway-install assembly,
Reference,71,Common access log format variables,"When I am customizing access log output, I want to reference common Envoy log format variables, so I can configure logs to capture exactly the data I need.",,full,modules/ref-obs-common-access-log-format-variables.adoc,full,from observability assembly,
Reference,76,MCP gateway router spans for observability,"When I need to understand MCP request flows in detail, I want to reference the router spans and attributes emitted by the MCP gateway, so I can identify bottlenecks and conduct root-cause analysis.",,full,modules/ref-mcp-gateway-router-spans.adoc,full,from mcp-gateway-observe assembly,
Reference,83,Custom audit log provider fields,"When I need to understand the audit log format, I want to reference the custom audit log provider field descriptions, so I can interpret log entries and configure log analysis tools correctly.",,full,modules/ref-mcp-gateway-audit-log-fields.adoc,full,from mcp-gateway-observe assembly,
Reference,94,Understand the MCPServerRegistration custom resource,"When I am creating an MCPServerRegistration CR, I want to understand all available fields and their requirements, so I can configure the CR correctly.",,full,modules/ref-mcp-gateway-mcpserverregistration-cr.adoc,full,from mcp-gateway-register-on-prem-mcp-servers assembly,
Reference,124,Parameter values for a single-server-scoped AuthPolicy CR,"When I am configuring a Vault AuthPolicy CR, I want to understand all parameter values, so I can correctly set up the credential retrieval chain.",,full,modules/ref-mcp-gateway-vault-single-server-auth-policy.adoc,full,from mcp-gateway-vault assembly,
Secure,28,"Secure, protect, and connect APIs","When I am exposing applications to consumers, I want to securely connect and protect my APIs, so I can ensure only authorized traffic reaches my services without overloading my backend infrastructure.",,partial,modules/con-connectivity-link-app-dev-work.adoc,full,from connect-secure-apis-services assembly,Some aspects of the job may lack dedicated documentation
Secure,28,"Secure, protect, and connect APIs","When I am exposing applications to consumers, I want to securely connect and protect my APIs, so I can ensure only authorized traffic reaches my services without overloading my backend infrastructure.",,partial,modules/proc-allow-api-access.adoc,full,from connect-secure-apis-services assembly,Some aspects of the job may lack dedicated documentation
Secure,28,"Secure, protect, and connect APIs","When I am exposing applications to consumers, I want to securely connect and protect my APIs, so I can ensure only authorized traffic reaches my services without overloading my backend infrastructure.",,partial,modules/proc-set-default-auth-policy.adoc,full,from deployment assembly,Some aspects of the job may lack dedicated documentation
Secure,28,"Secure, protect, and connect APIs","When I am exposing applications to consumers, I want to securely connect and protect my APIs, so I can ensure only authorized traffic reaches my services without overloading my backend infrastructure.",,partial,modules/proc-set-default-rate-limit-policy.adoc,full,from deployment assembly,Some aspects of the job may lack dedicated documentation
Secure,28,"Secure, protect, and connect APIs","When I am exposing applications to consumers, I want to securely connect and protect my APIs, so I can ensure only authorized traffic reaches my services without overloading my backend infrastructure.",,partial,modules/proc-set-tls-policy.adoc,full,from deployment assembly,Some aspects of the job may lack dedicated documentation
Secure,28,"Secure, protect, and connect APIs","When I am exposing applications to consumers, I want to securely connect and protect my APIs, so I can ensure only authorized traffic reaches my services without overloading my backend infrastructure.",,partial,modules/proc-create-gateway.adoc,partial,from deployment assembly,Some aspects of the job may lack dedicated documentation
Secure,28,"Secure, protect, and connect APIs","When I am exposing applications to consumers, I want to securely connect and protect my APIs, so I can ensure only authorized traffic reaches my services without overloading my backend infrastructure.",,partial,modules/proc-set-up-dns-provider-secret.adoc,partial,from deployment assembly,Some aspects of the job may lack dedicated documentation
Secure,28,"Secure, protect, and connect APIs","When I am exposing applications to consumers, I want to securely connect and protect my APIs, so I can ensure only authorized traffic reaches my services without overloading my backend infrastructure.",,partial,modules/proc-set-up-tls-issuer.adoc,partial,from deployment assembly,Some aspects of the job may lack dedicated documentation
Secure,30,Encrypt gateway connections,"When I expose services over a network, I want to automatically provision and manage TLS certificates, so I can secure communication and protect data in transit.",,full,modules/proc-set-tls-policy.adoc,full,from deployment assembly,
Secure,32,Establish zero-trust access,"When I secure my platform, I want to enforce a default deny-all authentication baseline, so I can protect unexposed endpoints from unauthorized access",,partial,modules/proc-set-default-auth-policy.adoc,full,from deployment assembly,Some aspects of the job may lack dedicated documentation
Secure,32,Establish zero-trust access,"When I secure my platform, I want to enforce a default deny-all authentication baseline, so I can protect unexposed endpoints from unauthorized access",,partial,modules/proc-allow-api-access.adoc,partial,Application-level access after default deny,Some aspects of the job may lack dedicated documentation
Secure,33,Protect services from traffic spikes,"When my APIs experience sudden high usage, I want to enforce global rate limits, so I can prevent backend service overload and maintain consistent performance.""",,partial,modules/proc-set-default-rate-limit-policy.adoc,full,from deployment assembly,Some aspects of the job may lack dedicated documentation
Secure,33,Protect services from traffic spikes,"When my APIs experience sudden high usage, I want to enforce global rate limits, so I can prevent backend service overload and maintain consistent performance.""",,partial,modules/proc-add-rate-limit-headers.adoc,partial,Response headers for rate limits,Some aspects of the job may lack dedicated documentation
Secure,35,Customize application access,"When specific users need different access levels, I want to override default global policies, so I can grant tailored access and custom rate limits for individual applications.",,full,modules/proc-app-dev-override-rlp.adoc,full,from connect-secure-apis-services assembly,
Secure,39,Verify client identities cryptographically,"When operating in a high-security environment, I want to verify client identities cryptographically, so I can ensure strict zero-trust access and meet rigorous compliance standards.",,partial,modules/con-rhcl-about-using-x509-auth.adoc,full,from rhcl-using-x509-crypt-id-verify assembly,Some aspects of the job may lack dedicated documentation
Secure,39,Verify client identities cryptographically,"When operating in a high-security environment, I want to verify client identities cryptographically, so I can ensure strict zero-trust access and meet rigorous compliance standards.",,partial,modules/proc-rhcl-x509-create-auth-policy.adoc,full,from rhcl-using-x509-crypt-id-verify assembly,Some aspects of the job may lack dedicated documentation
Secure,39,Verify client identities cryptographically,"When operating in a high-security environment, I want to verify client identities cryptographically, so I can ensure strict zero-trust access and meet rigorous compliance standards.",,partial,modules/proc-rhcl-x509-gateway-object.adoc,partial,from rhcl-using-x509-crypt-id-verify assembly,Some aspects of the job may lack dedicated documentation
Secure,39,Verify client identities cryptographically,"When operating in a high-security environment, I want to verify client identities cryptographically, so I can ensure strict zero-trust access and meet rigorous compliance standards.",,partial,modules/proc-rhcl-x509-httproute-object.adoc,partial,from rhcl-using-x509-crypt-id-verify assembly,Some aspects of the job may lack dedicated documentation
Secure,40,Establish a public key infrastructure (PKI),"When I need strong identity proof, I want to generate and manage root authorities and client certificates, so I can establish a reliable foundation for cryptographic trust.",,partial,modules/proc-rhcl-x509-auth-prep-cas-and-certs.adoc,full,from rhcl-using-x509-crypt-id-verify assembly,Some aspects of the job may lack dedicated documentation
Secure,40,Establish a public key infrastructure (PKI),"When I need strong identity proof, I want to generate and manage root authorities and client certificates, so I can establish a reliable foundation for cryptographic trust.",,partial,modules/con-rhcl-about-using-x509-auth.adoc,partial,PKI context,Some aspects of the job may lack dedicated documentation
Secure,41,Enforce mutual TLS validation,"When clients attempt to connect, I want to validate their certificates during the initial network handshake, so I can reject invalid or untrusted connections before they ever reach my application.",,full,modules/proc-rhcl-x509-create-auth-policy.adoc,full,from rhcl-using-x509-crypt-id-verify assembly,
Secure,41,Enforce mutual TLS validation,"When clients attempt to connect, I want to validate their certificates during the initial network handshake, so I can reject invalid or untrusted connections before they ever reach my application.",,full,modules/proc-rhcl-verifying-x509-auth-layer-one.adoc,full,from rhcl-using-x509-crypt-id-verify assembly,
Secure,42,Authorize access using certificate attributes,"When granting access to secure services, I want to extract identity details directly from validated certificates, so I can apply fine-grained authorization rules without relying on shared secrets or API keys.",,full,modules/proc-rhcl-x509-create-auth-policy.adoc,full,from rhcl-using-x509-crypt-id-verify assembly,
Secure,42,Authorize access using certificate attributes,"When granting access to secure services, I want to extract identity details directly from validated certificates, so I can apply fine-grained authorization rules without relying on shared secrets or API keys.",,full,modules/proc-rhcl-verifying-x509-auth-layer-two.adoc,full,from rhcl-using-x509-crypt-id-verify assembly,
Secure,98,Create TLS settings for an external MCP server,"When I have a ServiceEntry for an external MCP server, I want to configure TLS with a DestinationRule CR, so I can secure communication with the external server.",,full,modules/proc-register-ext-mcp-server-tls.adoc,full,from mcp-gateway-register-ext-mcp-servers assembly,
Secure,100,Create a Secret for an external MCP server,"When I need to authenticate to an external MCP server, I want to create a Secret CR with backend API key credentials, so I can store credentials securely for the MCP broker.",,full,modules/proc-register-ext-mcp-server-secret.adoc,full,from mcp-gateway-register-ext-mcp-servers assembly,
Secure,101,Create an AuthPolicy for an external MCP server,"When I use OAuth authentication with an external MCP server, I want to create an AuthPolicy CR, so I can pass authorization headers for secure sessions.",,full,modules/proc-register-ext-mcp-server-authpolicy.adoc,full,from mcp-gateway-register-ext-mcp-servers assembly,
Secure,110,Use authentication with MCP gateway,"When I need to secure MCP gateway access, I want to configure authentication with an identity provider, so I can ensure only authenticated users access MCP tools.",,full,modules/proc-configure-mcp-gateway-authentication.adoc,full,from mcp-gateway-authentication assembly,
Secure,111,Understand MCP gateway authentication,"When I am planning MCP gateway security, I want to understand how authentication works with OAuth 2.0 Protected Resource Metadata, so I can design my auth strategy.",,full,modules/con-mcp-gateway-authentication.adoc,full,from mcp-gateway-authentication assembly,
Secure,112,Configure MCP gateway authentication with an AuthPolicy,"When I need to enable authentication, I want to create an AuthPolicy CR with JWT validation and configure OAuth environment variables, so I can protect the MCP gateway.",,full,modules/proc-configure-mcp-gateway-authentication.adoc,full,from mcp-gateway-authentication assembly,
Secure,113,Use authorization with MCP gateway,"When I have authenticated users, I want to configure tool-level authorization, so I can control which users access specific MCP tools and prompts.",,full,modules/proc-mcp-gateway-authorization.adoc,full,from mcp-gateway-authorization assembly,
Secure,114,Understand authorization in MCP gateway,"When I am planning access control, I want to understand the authorization evaluation flow, so I can design effective role-based policies.",,full,modules/con-understanding-mcp-gateway-authorization.adoc,full,from mcp-gateway-authorization assembly,
Secure,115,Configure MCP gateway authorization with an AuthPolicy,"When I need tool-level access control, I want to create an authorization AuthPolicy CR with CEL expressions, so I can enforce role-based permissions per tool and prompt.",,full,modules/proc-mcp-gateway-authorization.adoc,full,from mcp-gateway-authorization assembly,
Secure,116,Revoke MCP server tool access,"When a user or group should no longer access specific MCP tools, I want to revoke their tool access, so I can enforce least-privilege security policies.",,full,modules/proc-mcp-gateway-revoking-tools-call-requests.adoc,full,from mcp-gateway-revoke-tool-access assembly,
Secure,116,Revoke MCP server tool access,"When a user or group should no longer access specific MCP tools, I want to revoke their tool access, so I can enforce least-privilege security policies.",,full,modules/proc-mcp-gateway-filter-revoked-tools-display.adoc,full,from mcp-gateway-revoke-tool-access assembly,
Secure,117,Understand tool access revocation,"When I need to revoke tool access, I want to understand how JWT-based revocation works, so I can plan for revocation timing and enforcement points.",,full,modules/con-mcp-gateway-understand-tool-access-revocation.adoc,full,from mcp-gateway-revoke-tool-access assembly,
Secure,118,Revoke tool and prompt call requests,"When I need to block a user from calling a tool, I want to remove the tool role from their identity provider profile, so I can prevent further tool invocations.",,full,modules/proc-mcp-gateway-revoking-tools-call-requests.adoc,full,from mcp-gateway-revoke-tool-access assembly,
Secure,119,Filter revoked tools and prompts from display,"When I have revoked a tool, I want to filter it from the tools/list response, so I can prevent users from seeing tools they cannot access.",,full,modules/proc-mcp-gateway-filter-revoked-tools-display.adoc,full,from mcp-gateway-revoke-tool-access assembly,
Secure,120,Use credentials to access external APIs with Vault,"When I need AI agents to access external APIs, I want to integrate HashiCorp Vault with the MCP gateway, so I can securely store and inject API credentials for MCP servers.",,full,modules/con-mcp-gateway-vault.adoc,full,from mcp-gateway-vault assembly,
Secure,120,Use credentials to access external APIs with Vault,"When I need AI agents to access external APIs, I want to integrate HashiCorp Vault with the MCP gateway, so I can securely store and inject API credentials for MCP servers.",,full,modules/proc-mcp-gateway-vault-single-server-auth-policy.adoc,full,from mcp-gateway-vault assembly,
Secure,121,Use Vault with the MCP gateway,"When I am planning credential management, I want to understand the Vault integration architecture, so I can design a secure credential injection workflow.",,full,modules/con-mcp-gateway-vault.adoc,full,from mcp-gateway-vault assembly,
Secure,122,Set up a trust relationship between Vault and Authorino,"When I need Authorino to access Vault, I want to establish JWT-based trust, so I can enable the Authorino service to retrieve secrets from Vault.",,full,modules/proc-mcp-gateway-trust-vault-authorino.adoc,full,from mcp-gateway-vault assembly,
Secure,123,Create a single-server-scoped AuthPolicy CR for Vault,"When I need per-server credential retrieval from Vault, I want to create a scoped AuthPolicy CR, so I can inject server-specific credentials into MCP requests.",,full,modules/proc-mcp-gateway-vault-single-server-auth-policy.adoc,full,from mcp-gateway-vault assembly,
Secure,125,Test your MCP gateway and Vault integration,"When I have configured Vault integration, I want to test the end-to-end flow, so I can confirm credentials are retrieved and injected correctly.",,full,modules/proc-mcp-gateway-test-vault.adoc,full,from mcp-gateway-vault assembly,
Secure,126,Use a Vault root token,"When I need to bootstrap Vault or recover from lockout, I want to use a root token for Authorino authentication, so I can perform initial setup or disaster recovery.",,full,modules/proc-mcp-gateway-vault-root-token.adoc,full,from mcp-gateway-vault assembly,
Secure,129,Secure and protect exposed endpoints,"When exposing APIs and services to consumers, I want to centrally apply authentication, encryption, and rate-limiting policies, so I can secure my platform against unauthorized access and traffic spikes.",,partial,modules/proc-set-default-auth-policy.adoc,full,from deployment assembly,Some aspects of the job may lack dedicated documentation
Secure,129,Secure and protect exposed endpoints,"When exposing APIs and services to consumers, I want to centrally apply authentication, encryption, and rate-limiting policies, so I can secure my platform against unauthorized access and traffic spikes.",,partial,modules/proc-set-default-rate-limit-policy.adoc,full,from deployment assembly,Some aspects of the job may lack dedicated documentation
Secure,129,Secure and protect exposed endpoints,"When exposing APIs and services to consumers, I want to centrally apply authentication, encryption, and rate-limiting policies, so I can secure my platform against unauthorized access and traffic spikes.",,partial,modules/proc-set-tls-policy.adoc,full,from deployment assembly,Some aspects of the job may lack dedicated documentation
Secure,129,Secure and protect exposed endpoints,"When exposing APIs and services to consumers, I want to centrally apply authentication, encryption, and rate-limiting policies, so I can secure my platform against unauthorized access and traffic spikes.",,partial,modules/con-connectivity-link-app-dev-work.adoc,partial,Application developer workflow,Some aspects of the job may lack dedicated documentation
Secure,135,Secure APIs with OIDC/JWT authentication,"When I need to authenticate API consumers using an identity provider, I want to configure JWT bearer token validation with an AuthPolicy, so I can secure my APIs using industry-standard OIDC without managing credentials myself.",,partial,modules/proc-rhcl-oidc-authpolicy.adoc,full,from rhcl-oidc-authentication assembly,NEW job; Some aspects of the job may lack dedicated documentation
Secure,135,Secure APIs with OIDC/JWT authentication,"When I need to authenticate API consumers using an identity provider, I want to configure JWT bearer token validation with an AuthPolicy, so I can secure my APIs using industry-standard OIDC without managing credentials myself.",,partial,modules/proc-rhcl-oidc-authpolicy-verify.adoc,full,from rhcl-oidc-authentication assembly,NEW job; Some aspects of the job may lack dedicated documentation
Secure,135,Secure APIs with OIDC/JWT authentication,"When I need to authenticate API consumers using an identity provider, I want to configure JWT bearer token validation with an AuthPolicy, so I can secure my APIs using industry-standard OIDC without managing credentials myself.",,partial,modules/proc-rhcl-oidc-get-token.adoc,partial,from rhcl-oidc-authentication assembly,NEW job; Some aspects of the job may lack dedicated documentation
Secure,135,Secure APIs with OIDC/JWT authentication,"When I need to authenticate API consumers using an identity provider, I want to configure JWT bearer token validation with an AuthPolicy, so I can secure my APIs using industry-standard OIDC without managing credentials myself.",,partial,modules/proc-rhcl-oidc-rbac-policy.adoc,partial,from rhcl-oidc-authentication assembly,NEW job; Some aspects of the job may lack dedicated documentation
Secure,136,Authenticate API consumers with API keys,"When I need simple credential-based access control for my APIs, I want to configure API key authentication with an AuthPolicy, so I can issue and revoke access without requiring an identity provider.",,partial,modules/proc-rhcl-configuring-authentication-planpolicy.adoc,full,from rhcl-planpolicy assembly,NEW job; Some aspects of the job may lack dedicated documentation
Secure,136,Authenticate API consumers with API keys,"When I need simple credential-based access control for my APIs, I want to configure API key authentication with an AuthPolicy, so I can issue and revoke access without requiring an identity provider.",,partial,modules/proc-rhcl-create-secrets.adoc,full,from rhcl-planpolicy assembly,NEW job; Some aspects of the job may lack dedicated documentation
Secure,136,Authenticate API consumers with API keys,"When I need simple credential-based access control for my APIs, I want to configure API key authentication with an AuthPolicy, so I can issue and revoke access without requiring an identity provider.",,partial,modules/proc-rhcl-authpolicy-verify.adoc,partial,from rhcl-planpolicy assembly,NEW job; Some aspects of the job may lack dedicated documentation
Secure,136,Authenticate API consumers with API keys,"When I need simple credential-based access control for my APIs, I want to configure API key authentication with an AuthPolicy, so I can issue and revoke access without requiring an identity provider.",,partial,modules/proc-rhcl-secrets-verify.adoc,partial,from rhcl-planpolicy assembly,NEW job; Some aspects of the job may lack dedicated documentation
