job_name,job_statement,parent_job,job_coverage,module_file,module_status,module_note,job_notes
Configure control plane failure domains,"When I administer an OCP cluster, I want to configure failure domains for the control plane so that I can ensure high availability and fault tolerance.",,full,modules/cpmso-failure-domains-provider.adoc,full,provider failure domains,cpmso-resiliency assembly + per-provider YAML modules.
Configure control plane failure domains,,,,modules/cpmso-failure-domains-balancing.adoc,full,balancing across failure domains,
Configure control plane failure domains,,,,modules/cpmso-yaml-failure-domain-aws.adoc,full,AWS failure domain YAML,
Configure control plane failure domains,,,,modules/cpmso-yaml-failure-domain-vsphere.adoc,full,vSphere failure domain YAML,
Manage the configuration and lifecycle of compute machines,"When I administer an OCP cluster, I want to manage the configuration and lifecycle of compute machines in the cluster so that the machines backing workloads and infrastructure have the configuration and resources that they require.",,full,modules/machineset-modifying.adoc,full,modify machine set config,"Umbrella job satisfied by the whole 'Managing compute machines' section (no single assembly). Overlaps 'apply config manually', 'scale a compute machine set', 'understand machine lifecycle'; parallels control-plane equivalent."
Manage the configuration and lifecycle of compute machines,,,,modules/machineset-manually-scaling.adoc,full,scale machine set,
Manage the configuration and lifecycle of compute machines,,,,modules/machine-about-lifecycle.adoc,full,lifecycle,
Manage the configuration and lifecycle of compute machines,,,,modules/machineset-delete-policy.adoc,partial,delete policy,
Installation and Setup,Network Observability Deployment and Management > ### Installation and Setup,Network Observability Deployment and Management,full,modules/network-observability-operator-install.adoc,full,install operator via OperatorHub,Maps cleanly to the 'Installing the Network Observability Operator' assembly (Loki and non-Loki paths).
Installation and Setup,,,,modules/network-observability-loki-install.adoc,full,install Loki Operator,
Installation and Setup,,,,modules/network-observability-lokistack-create.adoc,full,create LokiStack CR,
Installation and Setup,,,,modules/network-observability-without-loki.adoc,full,install without Loki,
Control automatic installation during cluster creation,Network Observability Deployment and Management > - 11.3 Control automatic installation during cluster creation,Installation and Setup,partial,modules/network-observability-operator-release-notes-1-12-technology-preview.adoc,partial,"TP feature gate ref only, not a procedure",Only content is in the 1.12 Tech Preview release note (NetworkObservabilityInstall feature gate). No dedicated procedure/concept -- near-gap.
Control automatic installation during cluster creation,,,,(control automatic install procedure),gap,no dedicated task/concept module,
Configure eBPF agent flow collection settings,Network Observability Deployment and Management > - 11.5 Configure eBPF agent flow collection settings,Installation and Setup,partial,modules/network-observability-configuring-FLP-sampling.adoc,partial,sampling only,eBPF agent settings documented but scattered; full agent.ebpf spec exists only as API reference. No single consolidated 'Configure the eBPF agent' task.
Configure eBPF agent flow collection settings,,,,modules/network-observability-flowcollector-api-specifications.adoc,full,full spec.agent.ebpf API reference,
Configure eBPF agent flow collection settings,,,,modules/network-observability-ebpf-manager-operator.adoc,partial,eBPF Manager Operator integration,
Configure Loki storage and retention policies,Network Observability Deployment and Management > - 11.6 Configure Loki storage and retention policies,Installation and Setup,partial,modules/network-observability-loki-secret.adoc,full,secret for Loki object storage,Loki STORAGE setup well covered; RETENTION policy configuration is a gap in netobserv docs (only generic Loki/logging docs cover retention).
Configure Loki storage and retention policies,,,,modules/network-observability-lokistack-create.adoc,full,LokiStack CR (storage size/class),
Configure Loki storage and retention policies,,,,modules/network-observability-lokistack-ingestion-query.adoc,partial,"ingestion limits, no retention",
Configure Loki storage and retention policies,,,,(Loki retention policy),gap,no retention content in netobserv modules,
Configure flow sampling and filtering rules,Network Observability Deployment and Management > - 11.7 Configure flow sampling and filtering rules,Installation and Setup,full,modules/network-observability-configuring-FLP-sampling.adoc,full,configure sampling rate,Well covered but split across configuring-operator.adoc and observing-network-traffic.adoc.
Configure flow sampling and filtering rules,,,,modules/network-observability-filter-network-flows-at-ingestion.adoc,full,filter flows at ingestion,
Configure flow sampling and filtering rules,,,,modules/network-observability-flow-filter-parameters.adoc,full,flow filter parameters,
Configure flow sampling and filtering rules,,,,modules/network-observability-ebpf-flow-data-filtering-examples.adoc,full,filtering examples,
Operations and Maintenance,Network Observability Deployment and Management > ### Operations and Maintenance,Network Observability Deployment and Management,full,modules/network-observability-updating-migrating.adoc,full,upgrade/migrate,"Content fully present but spread across many top-level assemblies (monitoring, health rules, scheduling, Kafka scaling, troubleshooting) rather than one section."
Operations and Maintenance,,,,modules/network-observability-operator-uninstall.adoc,full,uninstall,
Operations and Maintenance,,,,modules/network-observability-resource-recommendations.adoc,full,resource sizing/scheduling,
Operations and Maintenance,,,,modules/network-observability-viewing-alerts.adoc,full,monitoring/health/alerts,
Operations and Maintenance,,,,modules/troubleshooting-network-observability-must-gather.adoc,full,troubleshooting,
Manage workloads on multi-architecture clusters,"When I have a cluster with compute nodes of different CPU architectures, I want to schedule workloads on nodes with compatible architectures using affinity rules and tolerations, so I can ensure applications run on appropriate hardware.",,full,modules/multi-architecture-scheduling.adoc,full,architecture-aware scheduling concept,Overlaps 'Configure multi-architecture node workload deployments' (both use scheduling-examples module).
Manage workloads on multi-architecture clusters,,,,modules/multi-architecture-scheduling-examples.adoc,full,sample deployments (nodeAffinity/taints/tolerations),
Manage workloads on multi-architecture clusters,,,,modules/multi-architecture-enabling-64k-pages.adoc,partial,64k page size on aarch64,
Schedule workloads on multi-architecture clusters,"When deploying applications in multi-architecture environments, I want to use the Multiarch Tuning Operator to automatically set architecture predicates and node affinity, so I can avoid manual scheduling configuration for every workload.",,full,modules/multi-arch-installing-using-cli.adoc,full,install operator via CLI,Dedicated Multiarch Tuning Operator assembly.
Schedule workloads on multi-architecture clusters,,,,modules/multi-arch-creating-podplacment-config.adoc,full,ClusterPodPlacementConfig concept,
Schedule workloads on multi-architecture clusters,,,,modules/multi-arch-creating-podplacment-config-using-cli.adoc,full,create config via CLI,
Schedule workloads on multi-architecture clusters,,,,modules/multi-arch-creating-namespace-podplacement-config.adoc,full,namespace-scoped PodPlacementConfig,
Configure multi-architecture node workload deployments,"When I need fine-grained control over pod placement in multi-arch clusters, I want to configure nodeAffinity, taints, tolerations, and namespace annotations, so I can implement custom scheduling policies for different workload types.",,full,modules/multi-architecture-scheduling-examples.adoc,full,sample multi-arch node workload deployments,scheduling-examples module + snippets cover nodeAffinity/taints/tolerations/namespace annotations. Overlaps 'Manage workloads on multi-architecture clusters'.
Configure multi-architecture node workload deployments,,,,snippets/multi-arch-schedule-nodeaffinity.adoc,full,nodeAffinity snippet,
Configure multi-architecture node workload deployments,,,,snippets/multi-arch-schedule-taint.adoc,full,taint snippet,
Configure multi-architecture node workload deployments,,,,snippets/multi-arch-schedule-toleration.adoc,full,toleration snippet,
Import manifest lists in image streams,"When operating multi-architecture clusters, I want to configure image streams to import manifest lists instead of single-architecture images, so I can ensure the correct image variant is pulled for each node architecture.",,full,modules/multi-architecture-import-imagestreams.adoc,full,import manifest lists via importMode=PreserveOriginal,Supplemented by general image stream importMode reference modules.
Import manifest lists in image streams,,,,modules/images-imagestream-import-import-mode.adoc,partial,general importMode config,
Import manifest lists in image streams,,,,modules/importmode-configuration-fields.adoc,partial,importMode fields reference,
Deploy machine health checks,"When I need to automatically remediate unhealthy nodes, I want to create MachineHealthCheck resources with appropriate conditions and thresholds, so I can maintain cluster health without manual intervention.",,full,modules/machine-health-checks-about.adoc,full,about MHC,DUPLICATE of the earlier 'Deploy machine health checks' job -- identical assembly and modules.
Deploy machine health checks,,,,modules/machine-health-checks-resource.adoc,full,sample resource w/ conditions and thresholds,
Deploy machine health checks,,,,modules/machine-health-checks-short-circuiting.adoc,full,maxUnhealthy thresholds,
Deploy machine health checks,,,,modules/machine-health-checks-creating.adoc,full,creating MHC,
Understand machine health check behavior,"When configuring automated remediation, I want to understand machine health check behavior including limitations and short-circuiting via maxUnhealthy, so I can design health checks that avoid disruptive remediation loops.",Deploy machine health checks,full,modules/machine-health-checks-short-circuiting.adoc,full,limitations and short-circuiting via maxUnhealthy,Sub-job of 'Deploy machine health checks' -> short-circuiting module.
Review sample MachineHealthCheck resource,"When implementing node health monitoring, I want to configure MachineHealthCheck resources with selector labels, unhealthy conditions, and remediation limits, so I can define when and how nodes should be automatically replaced.",Deploy machine health checks,full,modules/machine-health-checks-resource.adoc,full,"sample MHC with selectors, conditions, maxUnhealthy",Sub-job of 'Deploy machine health checks' -> resource module.
Create a machine health check resource,"When enabling automated node remediation, I want to create and apply MachineHealthCheck YAML manifests to the cluster, so I can activate health monitoring for specific machine sets or control planes.",Deploy machine health checks,full,modules/machine-health-checks-creating.adoc,full,create/apply MachineHealthCheck YAML,Sub-job of 'Deploy machine health checks' -> creating module.
Scale a compute machine set,"When adjusting cluster capacity, I want to scale machine set replicas up or down and optionally annotate machines for deletion, so I can add or remove compute nodes based on workload demands.",,full,modules/machineset-manually-scaling.adoc,full,scale replicas up/down,Constituent task of the 'Manage the configuration and lifecycle of compute machines' umbrella job.
Scale a compute machine set,,,,modules/machineset-delete-policy.adoc,full,delete policy / annotate machines for deletion,
Understand MachineSet and MachineConfigPool differences,"When managing node lifecycle and configuration, I want to understand how MachineSet controls cloud resources while MachineConfigPool manages configuration and upgrades, so I can use the appropriate mechanism for each task.",,full,modules/differences-between-machinesets-and-machineconfigpool.adoc,full,MachineSet vs MachineConfigPool,"Module lives in post_installation_configuration, NOT machine_management."
RBAC and access prerequisites,Access and use the image registry > 3.1 RBAC and access prerequisites,Access and use the image registry,partial,registry/accessing-the-registry.adoc,partial,"RBAC prereqs inline, not modularized","RBAC prerequisites (registry-viewer/registry-editor roles, oc policy add-role-to-user) documented inline in the assembly Prerequisites, not as a dedicated module."
Direct in-cluster access,Access and use the image registry > 3.2 Direct in-cluster access,Access and use the image registry,full,modules/registry-accessing-directly.adoc,full,podman login/push/pull against integrated registry,
Access and use the image registry,"When OpenShift's integrated image registry is configured, I want to access, monitor, and push or pull images according to my permissions, so I can use the registry for day-2 cluster operations.",,full,modules/registry-accessing-directly.adoc,full,direct access,PARENT job. Exposing the registry is a related assembly (securing-exposing-registry.adoc).
Access and use the image registry,,,,modules/registry-checking-the-status-of-registry-pods.adoc,full,check registry pod status,
Access and use the image registry,,,,modules/registry-viewing-logs.adoc,full,view registry logs,
Access and use the image registry,,,,modules/registry-accessing-metrics.adoc,full,access registry metrics/monitoring,
Prepare your cluster for Day-2 support,"When transitioning a cluster to production, I want to configure health monitoring and validate entitlements, so I am fully prepared to handle future outages.",,partial,post_installation_configuration/day_2_core_cnf_clusters/telco-day-2-welcome.adoc,partial,"Day-2 landing page, no entitlements",No single assembly matches this framing. Pieces exist but split: telco-day-2-welcome landing page (no entitlements) + health monitoring under support/remote_health_monitoring/. Entitlements covered by the child job.
Prepare your cluster for Day-2 support,,,,support/remote_health_monitoring/,partial,health monitoring assemblies,
Prepare your cluster for Day-2 support,,,,(consolidated Day-2 support prep),gap,no single assembly combining health monitoring + entitlement validation,
Manage cluster support entitlements,"When reviewing my infrastructure footprint, I want to manage my cluster subscriptions, so I can ensure my environment is legally compliant and supported.",Prepare your cluster for Day-2 support,full,modules/insights-operator-sca-entitlement-synchronization.adoc,full,SCA entitlement sync,Simple content access (SCA) import/sync/verify fully documented.
Manage cluster support entitlements,,,,modules/insights-operator-sca-verify-entitlement-secrets.adoc,full,verify entitlements,
Manage cluster support entitlements,,,,modules/insights-operator-enabling-sca.adoc,full,enable SCA,
Manage cluster support entitlements,,,,support/remote_health_monitoring/insights-operator-simple-access.adoc,full,assembly: importing SCA entitlements,
Use administrator workflows in the console,"When performing cluster administration tasks, I want to use administrator-specific workflows in the console, so I can manage cluster resources, operators, and settings efficiently.",,partial,modules/about-administrator_web-console.adoc,full,Administrator perspective and its workflows,"Administrator perspective concept documented, but no single consolidated 'administrator workflows' assembly; actual admin tasks scattered across many guides."
Use administrator workflows in the console,,,,web_console/web-console-overview.adoc,partial,overview,
Use administrator workflows in the console,,,,(consolidated admin workflows assembly),gap,"admin tasks scattered, no dedicated console-workflow assembly",
Use the embedded web terminal,"When performing CLI operations from the browser, I want to launch an embedded terminal in the console, so I can run commands without installing local CLI tools.",,full,modules/odc-access-web-terminal.adoc,full,launch/access embedded terminal,Dedicated web_terminal section (install/configure/use/troubleshoot).
Use the embedded web terminal,,,,modules/odc-configure-web-terminal-image-session.adoc,full,configure image (session),
Use the embedded web terminal,,,,modules/odc-configure-web-terminal-timeout-session.adoc,full,configure timeout (session),
Use the embedded web terminal,,,,modules/configure-web-terminal-timeout-admin.adoc,full,configure timeout (admin),
Uninstall the Web Terminal Operator,"When removing web terminal functionality, I want to uninstall the operator and related CRDs, so I can reclaim cluster resources and remove the feature completely.",,full,modules/removing-web-terminal-operator.adoc,full,remove Web Terminal Operator + CRs,Two-step removal (Web Terminal Operator + DevWorkspace Operator dependency).
Uninstall the Web Terminal Operator,,,,modules/removing-devworkspace-operator.adoc,full,remove DevWorkspace Operator dependency,

=== SUMMARY: JOURNEY GAPS (jobs/steps with no or incomplete module coverage) ===
job_name,gap_description
Manage Hosts and Monitor Hardware Events,No dedicated hardware-event / Redfish HardwareEvent monitoring module exists; only host management + firmware status are covered.
Control automatic installation during cluster creation (Net Observability),Only referenced in a 1.12 Tech Preview release note; no procedure/concept module for controlling automatic install.
Configure Loki storage and retention policies (Net Observability),Loki storage covered; RETENTION policy configuration missing from netobserv docs.
Configure eBPF agent flow collection settings (Net Observability),Settings scattered; full agent.ebpf spec only in API reference; no consolidated 'configure eBPF agent' task.
Configure my cluster to automatically update the boot image,Auto-update (managedBootImages) only for GCP/AWS; Azure and vSphere have manual boot-image update only.
Accessing failed nodes.,No standalone access-via-serial-console/BMC procedure; only described inside the core-user-password module.
Allow the configuration drift to remain and return the node to ready state.,Force-file remediation steps offloaded to an external Red Hat KCS article; not fully in-doc.
Gap: Using catalog sources in disconnected environments,Explicit oc-mirror->catalogsource linkage and upgrade-time catalog behavior not documented as a workflow (base content exists).
Prepare your cluster for Day-2 support,No single assembly combining health monitoring + entitlement validation for this JTBD framing.
Use administrator workflows in the console,No consolidated 'administrator workflows' assembly; admin tasks scattered across guides.
Configure cluster-wide image policy,"Sigstore ClusterImagePolicy signature-trust policies not documented under openshift_images/ (minor, if job intends signature trust)."

=== SUMMARY: DUPLICATE / OVERLAPPING JOBS ===
job_a,job_b_or_group,overlap_description
Deploy machine health checks (row 56),Deploy machine health checks (row 70),Identical assembly (deploying-machine-health-checks.adoc) and modules -- true duplicate.
Understand MHC behavior / Review sample MHC / Create MHC resource,Deploy machine health checks,Three jobs each map to a single constituent module of the MHC assembly; candidates to nest under 'Deploy machine health checks'.
Configure the core user password (row 39),Change the core user password (row 40),Both served by the single module core-user-password.adoc.
View no-longer used machine config objects (row 51),Remove no-longer used machine config objects (row 52),Identical job_statement text; adjacent modules in the same garbage-collection assembly.
Understand how OpenShift uses certificates with the MCO (row 18),View and interact with MCO certificates (row 37),Concept vs hands-on for the same MCO certificate content.
Remediate node configuration drift (row 34),Allow the configuration drift to remain (row 35),Both map to machine-config-drift-detection.adoc.
Manage the configuration and lifecycle of compute machines (row 59),Apply config manually / Scale a compute machine set / Understand machine lifecycle,Umbrella job overlapping several constituent compute-machine jobs.
Manage workloads on multi-architecture clusters (row 66),Configure multi-architecture node workload deployments (row 68),Both rely on multi-architecture-scheduling-examples.adoc + affinity/taint/toleration snippets.
Manage the configuration and lifecycle of control plane machines (row 57),Manage the configuration and lifecycle of compute machines (row 59),Parallel umbrella jobs (control plane vs compute).

=== SUMMARY: SCOPE / UNMAPPED ASSEMBLIES NOTES ===
note
"This analysis covers ONLY the 82 jobs in the 'Administer' category. Assemblies belonging to other categories (Install, Networking, Security, developer/app workflows, most of storage/, updating/, etc.) were not evaluated and are therefore out of scope, not 'unmapped'."
Adjacent assemblies discovered during analysis but not tied to any Administer job: registry/securing-exposing-registry.adoc (exposing the registry); serverless init-container variants; ZTP policygentemplate vs policygenerator duplicate variants; support/remote_health_monitoring/ beyond entitlements.
Cluster Samples Operator (job 'Manage cluster sample image streams') is flagged for deprecation in-docs -- confirm the job is still desired before creating a map file.
"Several jobs are cross-directory: etcd scaling -> etcd/, KMM -> hardware_enablement/, multi-arch -> post_installation_configuration/, MachineSet-vs-MCP -> post_installation_configuration/, entitlements -> support/. The job's category ('Administer') does not match a single docs directory."
