job_name,job_statement,parent_job,job_coverage,module_file,source_assembly,module_status,module_note,job_notes
Configure network observability storage collection,"When collecting network flows, I want to configure where and how long flow data is stored, so I can balance observability needs with storage costs.",Configure storage and flow collection for network observability,full,modules/network-observability-loki-install.adoc,observability/network_observability/installing-operators.adoc,full,,
Configure network observability storage collection,"When collecting network flows, I want to configure where and how long flow data is stored, so I can balance observability needs with storage costs.",Configure storage and flow collection for network observability,full,modules/network-observability-loki-secret.adoc,observability/network_observability/installing-operators.adoc,full,,
Configure network observability storage collection,"When collecting network flows, I want to configure where and how long flow data is stored, so I can balance observability needs with storage costs.",Configure storage and flow collection for network observability,full,modules/network-observability-lokistack-create.adoc,observability/network_observability/installing-operators.adoc,full,,
Configure network observability storage collection,"When collecting network flows, I want to configure where and how long flow data is stored, so I can balance observability needs with storage costs.",Configure storage and flow collection for network observability,full,modules/network-observability-lokistack-ingestion-query.adoc,observability/network_observability/installing-operators.adoc,full,,
Configure network observability storage collection,"When collecting network flows, I want to configure where and how long flow data is stored, so I can balance observability needs with storage costs.",Configure storage and flow collection for network observability,full,modules/network-observability-role-based-access-control-for-loki-logs.adoc,observability/network_observability/installing-operators.adoc,full,,
Configure network observability storage collection,"When collecting network flows, I want to configure where and how long flow data is stored, so I can balance observability needs with storage costs.",Configure storage and flow collection for network observability,full,modules/network-observability-without-loki.adoc,observability/network_observability/installing-operators.adoc,full,,
Configure network observability storage collection,"When collecting network flows, I want to configure where and how long flow data is stored, so I can balance observability needs with storage costs.",Configure storage and flow collection for network observability,full,modules/network-observability-grant-access-lokistack-secrets.adoc,observability/network_observability/configuring-operator.adoc,full,,
Configure Network Policies,"When I need to secure pod-to-pod communication, I want to create network policies and administrative network policies, so I can control traffic flow within the cluster",,full,modules/nw-networkpolicy-about.adoc,networking/network_security/network_policy/about-network-policy.adoc,full,,
Understand Network Policy Types,"Choose between NetworkPolicy, AdminNetworkPolicy, and BaselineAdminNetworkPolicy.",Configure Network Policies,full,modules/nw-anp-np-reference.adoc,networking/network_security/network-policy-apis.adoc,full,,
Understand Network Policy Types,"Choose between NetworkPolicy, AdminNetworkPolicy, and BaselineAdminNetworkPolicy.",Configure Network Policies,full,modules/nw-ovn-k-adminnetwork-policy.adoc,networking/network_security/AdminNetworkPolicy/ovn-k-anp.adoc,full,,
Understand Network Policy Types,"Choose between NetworkPolicy, AdminNetworkPolicy, and BaselineAdminNetworkPolicy.",Configure Network Policies,full,modules/nw-ovn-k-adminnetwork-policy-action-rules.adoc,networking/network_security/AdminNetworkPolicy/ovn-k-anp.adoc,full,,
Understand Network Policy Types,"Choose between NetworkPolicy, AdminNetworkPolicy, and BaselineAdminNetworkPolicy.",Configure Network Policies,full,modules/nw-ovn-k-baseline-adminnetwork-policy.adoc,networking/network_security/AdminNetworkPolicy/ovn-k-banp.adoc,full,,
Create Namespace Network Policies,Define ingress/egress rules for namespace isolation.,Configure Network Policies,full,modules/nw-networkpolicy-object.adoc,networking/network_security/network_policy/creating-network-policy.adoc,full,,
Create Namespace Network Policies,Define ingress/egress rules for namespace isolation.,Configure Network Policies,full,modules/nw-networkpolicy-create-cli.adoc,networking/network_security/network_policy/creating-network-policy.adoc,full,,
Create Namespace Network Policies,Define ingress/egress rules for namespace isolation.,Configure Network Policies,full,modules/nw-networkpolicy-create-ocm.adoc,networking/network_security/network_policy/creating-network-policy.adoc,full,,
Create Namespace Network Policies,Define ingress/egress rules for namespace isolation.,Configure Network Policies,full,modules/nw-networkpolicy-deny-all-allowed.adoc,networking/network_security/network_policy/creating-network-policy.adoc,full,,
Create Namespace Network Policies,Define ingress/egress rules for namespace isolation.,Configure Network Policies,full,modules/nw-networkpolicy-allow-external-clients.adoc,networking/network_security/network_policy/creating-network-policy.adoc,full,,
Create Namespace Network Policies,Define ingress/egress rules for namespace isolation.,Configure Network Policies,full,modules/nw-networkpolicy-allow-application-all-namespaces.adoc,networking/network_security/network_policy/creating-network-policy.adoc,full,,
Create Namespace Network Policies,Define ingress/egress rules for namespace isolation.,Configure Network Policies,full,modules/nw-networkpolicy-allow-application-particular-namespace.adoc,networking/network_security/network_policy/creating-network-policy.adoc,full,,
Create Namespace Network Policies,Define ingress/egress rules for namespace isolation.,Configure Network Policies,full,modules/nw-networkpolicy-multitenant-isolation.adoc,networking/network_security/network_policy/multitenant-network-policy.adoc,full,,
Create Namespace Network Policies,Define ingress/egress rules for namespace isolation.,Configure Network Policies,full,modules/nw-networkpolicy-project-defaults.adoc,networking/network_security/network_policy/default-network-policy.adoc,full,,
Create Namespace Network Policies,Define ingress/egress rules for namespace isolation.,Configure Network Policies,full,modules/modifying-template-for-new-projects.adoc,networking/network_security/network_policy/default-network-policy.adoc,partial,Project template edit needed before applying default policies,
Create Cluster-Wide Admin Network Policies,Enforce non-overridable cluster-level network rules.,Configure Network Policies,partial,modules/nw-anp-nodes-peer-concept.adoc,networking/network_security/AdminNetworkPolicy/ovn-k-egress-nodes-networks-peer.adoc,partial,Concept for northbound/egress peers; no create procedure,"AdminNetworkPolicy and BaselineAdminNetworkPolicy are documented as concepts, metrics, and troubleshooting only. There is no PROCEDURE module that walks through creating an ANP or BANP resource, so this job currently has no task content."
Create Cluster-Wide Admin Network Policies,Enforce non-overridable cluster-level network rules.,Configure Network Policies,partial,modules/nw-anp-banp-metrics.adoc,networking/network_security/AdminNetworkPolicy/ovn-k-anp-banp-metrics.adoc,partial,Metrics reference,"AdminNetworkPolicy and BaselineAdminNetworkPolicy are documented as concepts, metrics, and troubleshooting only. There is no PROCEDURE module that walks through creating an ANP or BANP resource, so this job currently has no task content."
Create Cluster-Wide Admin Network Policies,Enforce non-overridable cluster-level network rules.,Configure Network Policies,partial,modules/nw-ovn-k-anp-troubeshooting.adoc,networking/network_security/AdminNetworkPolicy/ovn-k-anp-troubleshooting.adoc,partial,Troubleshooting only,"AdminNetworkPolicy and BaselineAdminNetworkPolicy are documented as concepts, metrics, and troubleshooting only. There is no PROCEDURE module that walks through creating an ANP or BANP resource, so this job currently has no task content."
Create Cluster-Wide Admin Network Policies,Enforce non-overridable cluster-level network rules.,Configure Network Policies,partial,modules/nw-ovn-k-anp-nbctl.adoc,networking/network_security/AdminNetworkPolicy/ovn-k-anp-troubleshooting.adoc,partial,Troubleshooting only,"AdminNetworkPolicy and BaselineAdminNetworkPolicy are documented as concepts, metrics, and troubleshooting only. There is no PROCEDURE module that walks through creating an ANP or BANP resource, so this job currently has no task content."
Follow Best Practices,Optimize policy design for performance and maintainability.,Configure Network Policies,full,modules/nw-ovn-k-anp-best-practices.adoc,networking/network_security/AdminNetworkPolicy/ovn-k-anp-recommended-practices.adoc,full,,
Follow Best Practices,Optimize policy design for performance and maintainability.,Configure Network Policies,full,modules/nw-networkpolicy-optimize-ovn.adoc,networking/network_security/network_policy/about-network-policy.adoc,full,,
Install Networking Operators,"When I need advanced networking capabilities, I want to install networking operators, so I can enable features like load balancing, DNS management, and SR-IOV",,full,modules/metallb-installing-using-web-console.adoc,networking/networking_operators/metallb-operator/metallb-operator-install.adoc,full,,"CONVENTION: this job is the single home for every networking operator install procedure. The configure jobs (Configure External DNS Integration, Configure Load Balancing, Configure High-Performance Networking, Configure Node Network Interfaces) deliberately do not repeat these install modules, so those journeys start here and finish in their own job."
Install Networking Operators,"When I need advanced networking capabilities, I want to install networking operators, so I can enable features like load balancing, DNS management, and SR-IOV",,full,modules/nw-metallb-installing-operator-cli.adoc,networking/networking_operators/metallb-operator/metallb-operator-install.adoc,full,,"CONVENTION: this job is the single home for every networking operator install procedure. The configure jobs (Configure External DNS Integration, Configure Load Balancing, Configure High-Performance Networking, Configure Node Network Interfaces) deliberately do not repeat these install modules, so those journeys start here and finish in their own job."
Install Networking Operators,"When I need advanced networking capabilities, I want to install networking operators, so I can enable features like load balancing, DNS management, and SR-IOV",,full,modules/nw-metallb-operator-initial-config.adoc,networking/networking_operators/metallb-operator/metallb-operator-install.adoc,full,,"CONVENTION: this job is the single home for every networking operator install procedure. The configure jobs (Configure External DNS Integration, Configure Load Balancing, Configure High-Performance Networking, Configure Node Network Interfaces) deliberately do not repeat these install modules, so those journeys start here and finish in their own job."
Install Networking Operators,"When I need advanced networking capabilities, I want to install networking operators, so I can enable features like load balancing, DNS management, and SR-IOV",,full,modules/nw-installing-external-dns-operator.adoc,networking/networking_operators/external_dns_operator/nw-installing-external-dns-operator-on-cloud-providers.adoc,full,,"CONVENTION: this job is the single home for every networking operator install procedure. The configure jobs (Configure External DNS Integration, Configure Load Balancing, Configure High-Performance Networking, Configure Node Network Interfaces) deliberately do not repeat these install modules, so those journeys start here and finish in their own job."
Install Networking Operators,"When I need advanced networking capabilities, I want to install networking operators, so I can enable features like load balancing, DNS management, and SR-IOV",,full,modules/nw-installing-external-dns-operator-cli.adoc,networking/networking_operators/external_dns_operator/nw-installing-external-dns-operator-on-cloud-providers.adoc,full,,"CONVENTION: this job is the single home for every networking operator install procedure. The configure jobs (Configure External DNS Integration, Configure Load Balancing, Configure High-Performance Networking, Configure Node Network Interfaces) deliberately do not repeat these install modules, so those journeys start here and finish in their own job."
Install Networking Operators,"When I need advanced networking capabilities, I want to install networking operators, so I can enable features like load balancing, DNS management, and SR-IOV",,full,modules/installing-aws-load-balancer-operator.adoc,networking/networking_operators/aws_load_balancer_operator/install-aws-load-balancer-operator.adoc,full,,"CONVENTION: this job is the single home for every networking operator install procedure. The configure jobs (Configure External DNS Integration, Configure Load Balancing, Configure High-Performance Networking, Configure Node Network Interfaces) deliberately do not repeat these install modules, so those journeys start here and finish in their own job."
Install Networking Operators,"When I need advanced networking capabilities, I want to install networking operators, so I can enable features like load balancing, DNS management, and SR-IOV",,full,modules/installing-aws-load-balancer-operator-cli.adoc,networking/networking_operators/aws_load_balancer_operator/install-aws-load-balancer-operator.adoc,full,,"CONVENTION: this job is the single home for every networking operator install procedure. The configure jobs (Configure External DNS Integration, Configure Load Balancing, Configure High-Performance Networking, Configure Node Network Interfaces) deliberately do not repeat these install modules, so those journeys start here and finish in their own job."
Install Networking Operators,"When I need advanced networking capabilities, I want to install networking operators, so I can enable features like load balancing, DNS management, and SR-IOV",,full,modules/k8s-nmstate-installing-the-kubernetes-nmstate-operator.adoc,networking/networking_operators/k8s-nmstate-about-the-k8s-nmstate-operator.adoc,full,,"CONVENTION: this job is the single home for every networking operator install procedure. The configure jobs (Configure External DNS Integration, Configure Load Balancing, Configure High-Performance Networking, Configure Node Network Interfaces) deliberately do not repeat these install modules, so those journeys start here and finish in their own job."
Install Networking Operators,"When I need advanced networking capabilities, I want to install networking operators, so I can enable features like load balancing, DNS management, and SR-IOV",,full,modules/k8s-nmstate-deploying-nmstate-CLI.adoc,networking/networking_operators/k8s-nmstate-about-the-k8s-nmstate-operator.adoc,full,,"CONVENTION: this job is the single home for every networking operator install procedure. The configure jobs (Configure External DNS Integration, Configure Load Balancing, Configure High-Performance Networking, Configure Node Network Interfaces) deliberately do not repeat these install modules, so those journeys start here and finish in their own job."
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/nw-sriov-installing-operator-cli.adoc,networking/networking_operators/sr-iov-operator/installing-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/nw-sriov-installing-operator-web-console.adoc,networking/networking_operators/sr-iov-operator/installing-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/nw-sriov-operator-uninstall.adoc,networking/networking_operators/sr-iov-operator/uninstalling-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/nw-sriov-configuring-operator.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/nw-sriov-operator-cr.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/nw-sriov-about-k8s-conditions.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/nw-sriov-monitoring-conditions-proc.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/about-network-resource-injector.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/disable-enable-network-resource-injector.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/about-sr-iov-operator-admission-control-webhook.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/disable-enable-sr-iov-operator-admission-control-webhook.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/configuring-custom-nodeselector.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/configure-sr-iov-operator-single-node.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/sriov-operator-hosted-control-planes.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/sriov-network-metrics-exporter.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install SR-IOV Network Operator,Enable high-performance SR-IOV networking.,Install Networking Operators,full,modules/sriov-operator-metrics.adoc,networking/networking_operators/sr-iov-operator/configuring-sriov-operator.adoc,full,,
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/understanding-multiple-networks-con.adoc,networking/multiple_networks/understanding-multiple-networks.adoc,partial,Concept only; no install task,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/support-matrix-for-udn-nad.adoc,networking/multiple_networks/understanding-multiple-networks.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-nad-management.adoc,networking/multiple_networks/primary_networks/about-primary-nwt-nad.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-multus-create-network.adoc,networking/multiple_networks/primary_networks/about-primary-nwt-nad.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-nad-cr.adoc,networking/multiple_networks/primary_networks/about-primary-nwt-nad.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-multus-create-network-apply.adoc,networking/multiple_networks/primary_networks/about-primary-nwt-nad.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-multus-add-pod.adoc,networking/multiple_networks/secondary_networks/attaching-pod.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-multus-advanced-annotations.adoc,networking/multiple_networks/secondary_networks/attaching-pod.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-multus-bridge-object.adoc,networking/multiple_networks/secondary_networks/creating-secondary-nwt-other-cni.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-multus-bond-cni-object.adoc,networking/multiple_networks/secondary_networks/creating-secondary-nwt-other-cni.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-multus-host-device-object.adoc,networking/multiple_networks/secondary_networks/creating-secondary-nwt-other-cni.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-multus-vlan-object.adoc,networking/multiple_networks/secondary_networks/creating-secondary-nwt-other-cni.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-multus-ipvlan-object.adoc,networking/multiple_networks/secondary_networks/creating-secondary-nwt-other-cni.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-multus-macvlan-object.adoc,networking/multiple_networks/secondary_networks/creating-secondary-nwt-other-cni.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/nw-multus-tap-object.adoc,networking/multiple_networks/secondary_networks/creating-secondary-nwt-other-cni.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/configuring-ovnk-additional-networks.adoc,networking/multiple_networks/secondary_networks/creating-secondary-nwt-ovnk.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/configuration-ovnk-network-plugin-json-object.adoc,networking/multiple_networks/secondary_networks/creating-secondary-nwt-ovnk.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/configuring-pods-secondary-network.adoc,networking/multiple_networks/secondary_networks/creating-secondary-nwt-ovnk.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install Multus-related networking components,"When I need workloads to connect to high-performance or specialized networks, I want to install and configure the networking components that support multiple network interfaces, so I can attach SR-IOV and other secondary networks to pods.",Install SR-IOV Network Operator,partial,modules/configuring-pods-static-ip.adoc,networking/multiple_networks/secondary_networks/creating-secondary-nwt-ovnk.adoc,full,,"Multus is installed by default in OpenShift Container Platform, so no install procedure exists or can exist. The mapped modules cover creating NetworkAttachmentDefinitions and attaching pods to secondary networks instead. Reframe this job as configuring secondary networks, or drop it."
Install eBPF Manager Operator,Manage eBPF programs centrally across cluster.,Install Networking Operators,partial,modules/nw-bpfman-operator-installing-cli.adoc,networking/networking_operators/ebpf_manager/ebpf-manager-operator-install.adoc,full,,"Install and deploy procedures exist, but the conceptual 'About the eBPF Manager Operator' content lives inline in networking/networking_operators/ebpf_manager/ebpf-manager-operator-about.adoc and has never been modularized, so it cannot be pulled into a job map."
Install eBPF Manager Operator,Manage eBPF programs centrally across cluster.,Install Networking Operators,partial,modules/nw-bpfman-operator-installing-console.adoc,networking/networking_operators/ebpf_manager/ebpf-manager-operator-install.adoc,full,,"Install and deploy procedures exist, but the conceptual 'About the eBPF Manager Operator' content lives inline in networking/networking_operators/ebpf_manager/ebpf-manager-operator-about.adoc and has never been modularized, so it cannot be pulled into a job map."
Install eBPF Manager Operator,Manage eBPF programs centrally across cluster.,Install Networking Operators,partial,modules/nw-bpfman-operator-deploy.adoc,networking/networking_operators/ebpf_manager/ebpf-manager-operator-deploy.adoc,full,,"Install and deploy procedures exist, but the conceptual 'About the eBPF Manager Operator' content lives inline in networking/networking_operators/ebpf_manager/ebpf-manager-operator-about.adoc and has never been modularized, so it cannot be pulled into a job map."
Configure External DNS Integration,"When I need external name resolution, I want to configure External DNS for my cloud provider, so I can automatically synchronize DNS records for cluster services",,full,modules/nw-external-dns-operator.adoc,networking/networking_operators/external_dns_operator/understanding-external-dns-operator.adoc,full,,
Configure External DNS Integration,"When I need external name resolution, I want to configure External DNS for my cloud provider, so I can automatically synchronize DNS records for cluster services",,full,modules/nw-external-dns-operator-domain-limitations.adoc,networking/networking_operators/external_dns_operator/understanding-external-dns-operator.adoc,full,,
Configure External DNS Integration,"When I need external name resolution, I want to configure External DNS for my cloud provider, so I can automatically synchronize DNS records for cluster services",,full,modules/nw-control-dns-records-public-hosted-zone-azure.adoc,networking/networking_operators/external_dns_operator/nw-creating-dns-records-on-azure.adoc,full,,
Configure External DNS Integration,"When I need external name resolution, I want to configure External DNS for my cloud provider, so I can automatically synchronize DNS records for cluster services",,full,modules/nw-control-dns-records-public-managed-zone-gcp.adoc,networking/networking_operators/external_dns_operator/nw-creating-dns-records-on-gcp.adoc,full,,
Configure External DNS Integration,"When I need external name resolution, I want to configure External DNS for my cloud provider, so I can automatically synchronize DNS records for cluster services",,full,modules/nw-control-dns-records-public-hosted-zone-infoblox.adoc,networking/networking_operators/external_dns_operator/nw-creating-dns-records-on-infoblox.adoc,full,,
Configure AWS Route 53 Integration,Synchronize DNS records to AWS Route 53.,Configure External DNS Integration,full,modules/nw-control-dns-records-public-hosted-zone-aws.adoc,networking/networking_operators/external_dns_operator/nw-creating-dns-records-on-aws.adoc,full,,
Configure AWS Route 53 Integration,Synchronize DNS records to AWS Route 53.,Configure External DNS Integration,full,modules/nw-control-dns-records-public-aws-with-VPC.adoc,networking/networking_operators/external_dns_operator/nw-creating-dns-records-on-aws.adoc,full,,
Customize ExternalDNS Behavior,Fine-tune DNS synchronization parameters.,Configure External DNS Integration,full,modules/nw-external-dns-operator-configuration-parameters.adoc,networking/networking_operators/external_dns_operator/nw-configuration-parameters.adoc,full,,
Customize ExternalDNS Behavior,Fine-tune DNS synchronization parameters.,Configure External DNS Integration,full,modules/configuring-egress-proxy-edns-operator.adoc,networking/networking_operators/external_dns_operator/nw-configuring-cluster-wide-egress-proxy.adoc,full,,
Customize ExternalDNS Behavior,Fine-tune DNS synchronization parameters.,Configure External DNS Integration,full,modules/nw-external-dns-operator-logs.adoc,networking/networking_operators/external_dns_operator/understanding-external-dns-operator.adoc,partial,Log inspection supports tuning,
Configure Load Balancing,"When I need to distribute traffic to services, I want to configure load balancing with MetalLB or AWS Load Balancer, so I can provide high-availability external access",,full,modules/nw-metallb-when-metallb.adoc,networking/networking_operators/metallb-operator/about-metallb.adoc,full,,
Configure Load Balancing,"When I need to distribute traffic to services, I want to configure load balancing with MetalLB or AWS Load Balancer, so I can provide high-availability external access",,full,modules/nw-metallb-software-components.adoc,networking/networking_operators/metallb-operator/about-metallb.adoc,full,,
